react_id,kappmax_davidi_per_pp_per_s_ensemble_model,kappmax_davidi_per_pp_per_s_median_imputed,kappmax_KO_ALE_davidi_per_pp_per_s_ensemble_model,kappmax_KO_ALE_davidi_per_pp_per_s_median_imputed,kappmax_KO_ALE_per_pp_per_s_ensemble_model,kappmax_KO_ALE_per_pp_per_s_median_imputed,kcat_in_vitro_per_s_ensemble_model,kcat_in_vitro_per_s_median_imputed
3HAD181,3.14862463006806,6.2,4.39387451614104,4.2,2.40749402726052,3.2680205804032,8.99668330343413,16.616666665
3HAD40,3.14862463006806,6.2,4.39387451614104,4.2,2.40749402726052,3.2680205804032,8.99668330343413,16.616666665
3HAD60,3.31449018809958,6.2,4.7238623506414,4.2,2.74511327309038,3.2680205804032,8.88717200149606,16.616666665
3HAD80,3.14862463006806,6.2,4.39387451614104,4.2,2.40749402726052,3.2680205804032,8.99668330343413,16.616666665
3HBZCT,3.64101040460442,6.2,6.92589213957476,4.2,3.28396240699312,3.2680205804032,7.4509121762378,16.616666665
3HCINNMH,7.98801832768565,6.2,5.73475014712646,4.2,2.67685694183839,3.2680205804032,8.86388148627966,16.616666665
3HPADHi,5.06165111610629,6.2,5.3927538893854,4.2,2.46420636675574,3.2680205804032,17.0319451186322,16.616666665
3HPPPNH,7.98801832768565,6.2,5.73475014712646,4.2,2.67685694183839,3.2680205804032,8.86388148627966,16.616666665
3KGK,5.47216587613829,6.2,7.7935251969048,4.2,2.8239878947217,3.2680205804032,12.2689431439632,16.616666665
3NTD2pp,9.65699922576879,6.2,26.0925894155051,4.2,3.48772190450467,3.2680205804032,61,61
3NTD4pp,7.75574966557312,6.2,21.9537427390778,4.2,3.80097966511805,3.2680205804032,14.5954937647772,16.616666665
3NTD7pp,9.65699922576879,6.2,26.0925894155051,4.2,3.48772190450467,3.2680205804032,15.8630876819574,16.616666665
3NTD9pp,9.65699922576879,6.2,26.0925894155051,4.2,3.48772190450467,3.2680205804032,15.8630876819574,16.616666665
3OAR100,3.19449162358459,6.2,8.24329298955517,8.24329298955517,8.24329298955517,8.24329298955517,14.6897597839359,16.616666665
3OAR100_b,3.07300245073265,6.2,5.66311126869771,4.2,3.96741055037907,3.2680205804032,7.60700131179198,16.616666665
3OAR120,3.19449162358459,6.2,4.4800608462323,4.4800608462323,4.4800608462323,4.4800608462323,14.6897597839359,16.616666665
3OAR120_b,3.07300245073265,6.2,5.66311126869771,4.2,3.96741055037907,3.2680205804032,7.60700131179198,16.616666665
3OAR121,2.95311516487581,6.2,3.76323216049135,3.76323216049135,3.76323216049135,3.76323216049135,18.0902465620531,16.616666665
3OAR140,1.3,1.3,4.26551759693818,4.26551759693818,4.26551759693818,4.26551759693818,35.8349850718459,16.616666665
3OAR140_b,3.07300245073265,6.2,5.66311126869771,4.2,3.96741055037907,3.2680205804032,7.60700131179198,16.616666665
3OAR141,2.95311516487581,6.2,3.76323216049135,3.76323216049135,3.76323216049135,3.76323216049135,18.0902465620531,16.616666665
3OAR160,3.19449162358459,6.2,3.19280138872202,3.19280138872202,3.19280138872202,3.19280138872202,14.6897597839359,16.616666665
3OAR160_b,3.07300245073265,6.2,5.66311126869771,4.2,3.96741055037907,3.2680205804032,7.60700131179198,16.616666665
3OAR161,2.95311516487581,6.2,3.76323216049135,3.76323216049135,3.76323216049135,3.76323216049135,18.0902465620531,16.616666665
3OAR180,2.95311516487581,6.2,5.17741184962385,4.2,2.90388127751107,3.2680205804032,18.0902465620531,16.616666665
3OAR180_b,3.02256968236613,6.2,5.06552584681538,4.2,2.66088378223201,3.2680205804032,11.0927199158433,16.616666665
3OAR181,2.95311516487581,6.2,1.27988953981167,1.27988953981167,1.27988953981167,1.27988953981167,18.0902465620531,16.616666665
3OAR40,2.95311516487581,6.2,8.24337196264866,8.24337196264866,8.24337196264866,8.24337196264866,18.0902465620531,16.616666665
3OAR40_b,3.02256968236613,6.2,5.06552584681538,4.2,2.66088378223201,3.2680205804032,11.0927199158433,16.616666665
3OAR60,3.19449162358459,6.2,8.24337196264866,8.24337196264866,8.24337196264866,8.24337196264866,14.6897597839359,16.616666665
3OAR60_b,3.07300245073265,6.2,5.66311126869771,4.2,3.96741055037907,3.2680205804032,7.60700131179198,16.616666665
3OAR80,3.19449162358459,6.2,8.24337196264866,8.24337196264866,8.24337196264866,8.24337196264866,14.6897597839359,16.616666665
3OAR80_b,3.07300245073265,6.2,5.66311126869771,4.2,3.96741055037907,3.2680205804032,7.60700131179198,16.616666665
3OAS100,3.47033774805189,6.2,5.92034460327097,4.2,2.63598512051591,3.2680205804032,7.61122574635131,16.616666665
3OAS120,3.47033774805189,6.2,5.92034460327097,4.2,2.63598512051591,3.2680205804032,7.61122574635131,16.616666665
3OAS121,3.47581044120051,6.2,1.87647496051425,1.87647496051425,1.87647496051425,1.87647496051425,7.58572215017029,16.616666665
3OAS140,1.1245517768825,6.2,4.19282309762856,4.2,1.51896359918247,3.2680205804032,5.70065402036735,16.616666665
3OAS141,3.47581044120051,6.2,1.87647496051425,1.87647496051425,1.87647496051425,1.87647496051425,7.58572215017029,16.616666665
3OAS160,3.47033774805189,6.2,5.92034460327097,4.2,2.63598512051591,3.2680205804032,7.61122574635131,16.616666665
3OAS161,3.47581044120051,6.2,1.87647496051425,1.87647496051425,1.87647496051425,1.87647496051425,7.58572215017029,16.616666665
3OAS180,3.47033774805189,6.2,5.92034460327097,4.2,2.63598512051591,3.2680205804032,7.61122574635131,16.616666665
3OAS181,4.21432165657157,6.2,1.31640661008089,1.31640661008089,1.31640661008089,1.31640661008089,7.1430396832731,16.616666665
3OAS60,3.47033774805189,6.2,5.92034460327097,4.2,2.63598512051591,3.2680205804032,7.61122574635131,16.616666665
3OAS80,3.47033774805189,6.2,5.92034460327097,4.2,2.63598512051591,3.2680205804032,7.61122574635131,16.616666665
3OXCOAT,5.22696805061649,6.2,6.59778308232384,4.2,3.17032358442981,3.2680205804032,15.1564922442386,16.616666665
3PEPTabcpp,17.868814330462,6.2,6.16253252869977,4.2,2.52663121508264,3.2680205804032,10.402653469504,16.616666665
3SLAR,5.87000457354713,6.2,7.48524159294397,4.2,2.70270755200262,3.2680205804032,31.3313621652229,16.616666665
42A12BOOXpp,6.40392608096304,6.2,20.5167543333707,4.2,2.73661203770238,3.2680205804032,7.39133964991942,16.616666665
4ABZGLUH,28.5153577115039,6.2,35.4055116366341,4.2,4.85105259519123,3.2680205804032,8.80839634222252,16.616666665
4ABZGLUH_b,9.05324677072575,6.2,6.23040391550792,4.2,2.58001138504408,3.2680205804032,10.3513927392715,16.616666665
4HTHRA,6.26310721813184,6.2,13.9136776986161,4.2,8.34468039647198,3.2680205804032,18.0395404253475,16.616666665
4HTHRA_b,2.78076307854479,6.2,3.33744250073237,4.2,1.50502190911387,3.2680205804032,5.86112274388409,16.616666665
4HTHRK,2.80971069068804,6.2,3.34738015798494,4.2,1.51276290960888,3.2680205804032,5.89083531989234,16.616666665
4HTHRS,4.68732922570206,6.2,13.5311904775331,4.2,3.32261530386082,3.2680205804032,8.06088501721558,16.616666665
4PCP,4.18551058916766,6.2,17.9131183641197,4.2,3.73361312954748,3.2680205804032,61.045545443396,16.616666665
4PCPpp,6.98904974157594,6.2,12.2100308227317,4.2,3.28072695704265,3.2680205804032,16.7246808097503,16.616666665
4PEPTabcpp,17.7529318245543,6.2,6.17726180909412,4.2,2.52538934622165,3.2680205804032,10.2283341414377,16.616666665
5DGLCNR,15.97912693321,6.2,44.1917064260468,4.2,33.4280860883297,3.2680205804032,45.3110634178238,16.616666665
5DKGR,12.4349302610164,6.2,40.7055797862128,4.2,32.2425020122297,3.2680205804032,11.4684803631624,16.616666665
5DKGR_b,4.90591585019778,6.2,7.08438771382553,4.2,2.874367087497,3.2680205804032,10.2114072725597,16.616666665
5DOAN,0.01,0.01,0.0299207198851433,0.0299207198851433,0.0299207198851433,0.0299207198851433,0.724286926866547,16.616666665
6D6SFK,5.01534459312917,6.2,7.41711643919261,4.2,3.43949447096703,3.2680205804032,13.2427432949792,16.616666665
6D6SPA,6.2342844648496,6.2,41.469124247573,4.2,9.5326599384372,3.2680205804032,14.088282567564,16.616666665
A5PISO,10.0532313977898,6.2,37.2296643882805,4.2,3.67173271722228,3.2680205804032,242,242
A5PISO_b,9.00063218548472,6.2,83.0272448453371,4.2,3.38136182744102,3.2680205804032,218,218
AACPS1,0.181234030642045,6.2,0.415177196960515,4.2,0.473364780846464,3.2680205804032,7.75452313720006,16.616666665
AACPS2,3.53218171860294,6.2,3.76112320556721,4.2,2.00440558897423,3.2680205804032,14.6759736024904,16.616666665
AACPS3,1.77838524111534,6.2,2.16834205221814,4.2,1.47061548763832,3.2680205804032,18.327020627179,16.616666665
AACPS4,2.93852521131462,6.2,2.44626436685676,4.2,1.57215392152476,3.2680205804032,39.6323431021288,16.616666665
AACPS5,2.09019556256418,6.2,2.06191272909666,4.2,1.29452388884608,3.2680205804032,50.000331316564,16.616666665
AACPS6,3.53218171860294,6.2,3.76112320556721,4.2,2.00440558897423,3.2680205804032,14.6759736024904,16.616666665
AACPS7,1.32816780817735,6.2,1.67871775655375,4.2,0.900429350378871,3.2680205804032,13.1645657564573,16.616666665
AACPS8,3.53218171860294,6.2,3.76112320556721,4.2,2.00440558897423,3.2680205804032,14.6759736024904,16.616666665
AACPS9,0.000896850064379473,6.2,0.00298546352020273,4.2,0.0069399937015198,3.2680205804032,0.585145620019425,16.616666665
AACTOOR,5.7287480935318,6.2,5.22588898424484,4.2,2.49625848192878,3.2680205804032,13.1724988623527,16.616666665
AADDGT,4.93395271069976,6.2,7.02372014918449,4.2,3.39936801810154,3.2680205804032,12.8645861138779,16.616666665
AAMYL,9.87826959057635,6.2,12.2514628892924,4.2,6.12408115754901,3.2680205804032,21.1556748956201,16.616666665
AAMYLpp,17.0454130160901,6.2,10.5007897027625,4.2,4.28279149867843,3.2680205804032,18.7511242109584,16.616666665
AB6PGH,7.49884961492574,6.2,10.341849774767,4.2,3.90970296205419,3.2680205804032,27.8405988300345,16.616666665
ABTA,14.9901453944124,6.2,23.3858776716333,4.2,6.15294954220008,3.2680205804032,47.4,47.4
ABUTD,4.76657873068294,6.2,9.82711567839092,4.2,2.70251531041643,3.2680205804032,5.65,5.65
ACACCT,5.26762996484825,6.2,10.1045867962457,4.2,2.84661477897821,3.2680205804032,27.2433422996254,16.616666665
ACACT1r,20.6041990022702,6.2,47.9316975036025,4.2,14.2511893587455,3.2680205804032,6.5,6.5
ACACT1r_b,6.35762292583556,6.2,7.22516165822894,4.2,3.66345172518016,3.2680205804032,220.5,220.5
ACACT2r,19.9436230017161,6.2,50.1551506475236,4.2,10.8281518822468,3.2680205804032,6.5,6.5
ACACT2r_b,6.39689461137434,6.2,8.28007308107699,4.2,3.63175248542468,3.2680205804032,17.6664097066115,16.616666665
ACACT3r,16.4030271233536,6.2,40.7277313515213,4.2,8.93998135567867,3.2680205804032,6.5,6.5
ACACT3r_b,5.0785609734003,6.2,5.86685213809256,4.2,2.69789823314096,3.2680205804032,14.8685959535008,16.616666665
ACACT4r,18.7287993830307,6.2,49.3225731395513,4.2,11.0883059993983,3.2680205804032,6.5,6.5
ACACT4r_b,6.0559758996698,6.2,8.01083747359174,4.2,3.6432100854194,3.2680205804032,17.1003232673308,16.616666665
ACACT5r,16.4030271233536,6.2,40.7277313515213,4.2,8.93998135567867,3.2680205804032,6.5,6.5
ACACT5r_b,5.0785609734003,6.2,5.86685213809256,4.2,2.69789823314096,3.2680205804032,14.8685959535008,16.616666665
ACACT6r,16.5641872612332,6.2,44.4918869994071,4.2,9.71210663005166,3.2680205804032,6.5,6.5
ACACT6r_b,6.03898268471496,6.2,7.975868974899,4.2,3.64563839303292,3.2680205804032,17.134918918752,16.616666665
ACACT7r,13.5674019972436,6.2,33.4229717576011,4.2,9.08613417685483,3.2680205804032,6.5,6.5
ACACT7r_b,5.0367377501626,6.2,5.77921156740107,4.2,2.96791376187584,3.2680205804032,12.5801017923832,16.616666665
ACACT8r,5.0785609734003,6.2,5.86685213809256,4.2,2.69789823314096,3.2680205804032,14.8685959535008,16.616666665
ACACT8r_b,6.13640537416003,6.2,12.3130464319242,4.2,3.68662419273378,3.2680205804032,12.6229830941332,16.616666665
ACALD,100.646305705484,6.2,157.881311434786,4.2,16.370943793886,3.2680205804032,15.7,15.7
ACALD_b,42.1595893756217,6.2,41.0772902141259,4.2,8.19452345164255,3.2680205804032,24.4189202312775,16.616666665
ACANTHAT,4.2611827165049,6.2,6.00128652411287,4.2,3.40781273994939,3.2680205804032,10.8275667622599,16.616666665
ACBIPGT,2.8624054448756,6.2,3.61197336627097,4.2,2.78666835932979,3.2680205804032,6.37562511166022,16.616666665
ACCOAC,14.8538322398641,6.2,13.5464745532275,4.2,3.95537952771034,3.2680205804032,2.7936693263607,16.616666665
ACCOAL,6.73570331760724,6.2,6.84138279261006,4.2,7.8751321806322,3.2680205804032,19.474462163934,16.616666665
ACGAL1PPpp,7.37950399431346,6.2,22.6470341696899,4.2,21.8702823216959,3.2680205804032,13.9480196685589,16.616666665
ACGAM1PPpp,7.37950399431346,6.2,22.6470341696899,4.2,21.8702823216959,3.2680205804032,13.9480196685589,16.616666665
ACGAMK,6.23978370221598,6.2,8.57137535484602,4.2,3.43718068689147,3.2680205804032,11.6987825422117,16.616666665
ACGAMT,6.357154610961,6.2,10.3954899567112,4.2,3.91675046716303,3.2680205804032,10.5028997021307,16.616666665
ACGK,8.4,8.4,8.4,8.4,6.48212821323525,6.48212821323525,31.9644022409524,16.616666665
ACGS,228,228,228,228,25.9221785816804,25.9221785816804,31.9803339545799,16.616666665
ACHBS,20.0632907802742,6.2,24.2146880499225,4.2,7.39598742300197,3.2680205804032,71,71
ACKr,91.3463434596863,6.2,154.296915465516,4.2,57.6480788258165,3.2680205804032,3515,3515
ACKr_b,175.527027778543,6.2,320.762753520128,4.2,139.780070170674,3.2680205804032,3515,3515
ACLS,50.0128409971092,6.2,99.6353948883991,4.2,29.7963679724139,3.2680205804032,66.7,66.7
ACM6PH,3.85803994602869,6.2,4.83037995559269,4.2,2.70396352615662,3.2680205804032,5.7,5.7
ACMAMUT,5.21535784453169,6.2,6.82409057435941,4.2,3.36588205657192,3.2680205804032,15.7749548040279,16.616666665
ACNML,4.85560647438426,6.2,6.81788349495952,4.2,3.30830966939365,3.2680205804032,6.75,6.75
ACOAD1f,2.19247533682389,6.2,7.11827119414585,4.2,0.128217376436575,3.2680205804032,10.3589387200893,16.616666665
ACOAD1f_b,356,356,356,356,3.12207117323171,3.2680205804032,15.5710687981702,16.616666665
ACOAD1fr,9.55060387684069,6.2,18.4653911971493,4.2,9.26067521945036,3.2680205804032,44.2636680537731,16.616666665
ACOAD2f,77.5222620204661,6.2,141.171248093136,4.2,2.8226553340702,3.2680205804032,15.6569891223488,16.616666665
ACOAD2f_b,356,356,356,356,7.08549624647867,3.2680205804032,28.6293178001434,16.616666665
